document,topic,gamma
"Xi Song, Robert D. Mare; Shared Lifetimes, Multigenerational Exposure, and Educational Mobility. Demography 1 June 2019; 56 (3): 891–916. doi: https://doi.org/10.1007/s13524-019-00772-8",11,1.3871634535540705e-5
"Xi Song, Robert D. Mare; Short-Term and Long-Term Educational Mobility of Families: A Two-Sex Approach. Demography 1 February 2017; 54 (1): 145–173. doi: https://doi.org/10.1007/s13524-016-0540-4",11,0.06353318940335753
Yana Kucheva; Subsidized Housing and the Transition to Adulthood. Demography 1 April 2018; 55 (2): 617–642. doi: https://doi.org/10.1007/s13524-018-0656-9,11,1.3602463970431566e-5
"Yao Lu, Julia Shu-Huah Wang, Wen-Jui Han; Women’s Short-Term Employment Trajectories Following Birth: Patterns, Determinants, and Variations by Race/Ethnicity and Nativity. Demography 1 February 2017; 54 (1): 93–118. doi: https://doi.org/10.1007/s13524-016-0541-3",11,0.02283504662037348
"Yasamin Kusunoki, Dawn M. Upchurch; Contraceptive Method Choice Among Youth in the United States: The Importance of Relationship Context. Demography 1 November 2011; 48 (4): 1451–1472. doi: https://doi.org/10.1007/s13524-011-0061-0",11,1.6888125515180286e-5
"Yi Zeng, Kenneth C. Land, Zhenglian Wang, Danan Gu; Household and Living Arrangement Projections at the Subnational Level: An Extended Cohort-Component Approach. Demography 1 June 2013; 50 (3): 827–852. doi: https://doi.org/10.1007/s13524-012-0171-3",11,1.2344855828696239e-5
Yifan Shen; The Nonlinear Linkage Between Earnings Homogamy and Earnings Inequality Among Married Couples. Demography 1 April 2021; 58 (2): 527–550. doi: https://doi.org/10.1215/00703370-8996374,11,1.3363622954145004e-5
"Yu Xie, Margaret Gough; Ethnic Enclaves and the Earnings of Immigrants. Demography 1 November 2011; 48 (4): 1293–1315. doi: https://doi.org/10.1007/s13524-011-0058-8",11,1.418558607632914e-5
"Zachary Parolin; Decomposing the Decline of Cash Assistance in the United States, 1993 to 2016. Demography 1 June 2021; 58 (3): 1119–1141. doi: https://doi.org/10.1215/00703370-9157471",11,1.2296418171040017e-5
"Zachary Van Winkle, Dalton Conley; Genome-Wide Heritability Estimates for Family Life Course Complexity. Demography 1 August 2021; 58 (4): 1575–1602. doi: https://doi.org/10.1215/00703370-9373608",11,1.1743482627999857e-5
Zachary Van Winkle; Family Trajectories Across Time and Space: Increasing Complexity in Family Life Courses in Europe?. Demography 1 February 2018; 55 (1): 135–164. doi: https://doi.org/10.1007/s13524-017-0628-5,11,1.2780176163893128e-5
"Zachary Zimmer, Chi-Tsun Chiu; Are Older Persons in China Living More Years in an Independent Living Arrangement? Estimates Using Multistate Life Tables. Demography 1 April 2021; 58 (2): 739–762. doi: https://doi.org/10.1215/00703370-8996307",11,1.5328387248910313e-5
"Zachary Zimmer, Linda G. Martin, Daniel S. Nagin, Bobby L. Jones; Modeling Disability Trajectories and Mortality of the Oldest-Old in China. Demography 1 February 2012; 49 (1): 291–314. doi: https://doi.org/10.1007/s13524-011-0075-7",11,1.5838780580142715e-5
"Zafer Buyukkececi, Thomas Leopold, Ruben van Gaalen, Henriette Engelhardt; Family, Firms, and Fertility: A Study of Social Interaction Effects. Demography 1 February 2020; 57 (1): 243–266. doi: https://doi.org/10.1007/s13524-019-00841-y",11,0.011323335736033474
"Zhen Zeng, Yu Xie; The Effects of Grandparents on Children’s Schooling: Evidence From Rural China. Demography 1 April 2014; 51 (2): 599–617. doi: https://doi.org/10.1007/s13524-013-0275-4",11,1.7832120996761416e-5
"Zhenchao Qian, Daniel T. Lichter; Marriage Markets and Intermarriage: Exchange in First Marriages and Remarriages. Demography 1 June 2018; 55 (3): 849–875. doi: https://doi.org/10.1007/s13524-018-0671-x",11,0.001727964955916843
"Zhenchao Qian, Jennifer E. Glick, Christie D. Batson; Crossing Boundaries: Nativity, Ethnicity, and Mate Selection. Demography 1 May 2012; 49 (2): 651–675. doi: https://doi.org/10.1007/s13524-012-0090-3",11,1.4585602470773702e-5
"Zhiyong Lin, Sonalde Desai, Feinian Chen; The Emergence of Educational Hypogamy in India. Demography 1 August 2020; 57 (4): 1215–1240. doi: https://doi.org/10.1007/s13524-020-00888-2",11,0.012535653793977584
"Zhongwei Zhao, Guangyu Zhang; Socioeconomic Factors Have Been the Major Driving Force of China’s Fertility Changes Since the Mid-1990s. Demography 1 April 2018; 55 (2): 733–742. doi: https://doi.org/10.1007/s13524-018-0662-y",11,0.06479834175499687
"Aaron Gullickson, Florencia Torche; Patterns of Racial and Educational Assortative Mating in Brazil. Demography 1 June 2014; 51 (3): 835–856. doi: https://doi.org/10.1007/s13524-014-0300-2",12,1.2000061573650906e-5
"Abigail Weitzman, Emily Smith-Greenaway; The Marital Implications of Bereavement: Child Death and Intimate Partner Violence in West and Central Africa. Demography 1 February 2020; 57 (1): 347–371. doi: https://doi.org/10.1007/s13524-019-00846-7",12,1.3922384982317887e-5
"Abigail Weitzman, Jennifer Barber, Yasamin Kusunoki; Sexual Concurrency and Contraceptive Use Among Young Adult Women. Demography 1 April 2019; 56 (2): 549–572. doi: https://doi.org/10.1007/s13524-019-00762-w",12,1.4002889518577356e-5
"Abigail Weitzman, Jennifer S. Barber, Justin Heinze, Marc Zimmerman; How Nearby Homicides Affect Young Women's Pregnancy Desires: Evidence From a Quasi-Experiment. Demography 1 June 2021; 58 (3): 927–950. doi: https://doi.org/10.1215/00703370-9160045",12,1.3481985786456942e-5
Acton Jiashi Feng; Revisiting Horizontal Stratification in Higher Education: College Prestige Hierarchy and Educational Assortative Mating in China. Demography 1 February 2022; 59 (1): 349–369. doi: https://doi.org/10.1215/00703370-9656369,12,1.4525950081362691e-5
"Adeline Delavande, Hans-Peter Kohler; The Impact of HIV Testing on Subjective Expectations and Risky Behavior in Malawi. Demography 1 August 2012; 49 (3): 1011–1036. doi: https://doi.org/10.1007/s13524-012-0119-7",12,1.3468352711207052e-5
"Adeline Delavande, Jinkook Lee, Seetha Menon; Eliciting Survival Expectations of the Elderly in Low-Income Countries: Evidence From India. Demography 1 April 2017; 54 (2): 673–699. doi: https://doi.org/10.1007/s13524-017-0560-8",12,0.0054952174207444785
"Adeline Delavande, Susann Rohwedder; Differential Survival in Europe and the United States: Estimates Based on Subjective Probabilities of Survival. Demography 1 November 2011; 48 (4): 1377–1400. doi: https://doi.org/10.1007/s13524-011-0066-8",12,1.4895532026070886e-5
"Adriaan S. Kalwij, Rob J. M. Alessie, Marike G. Knoef; The Association Between Individual Income and Remaining Life Expectancy at the Age of 65 in the Netherlands. Demography 1 February 2013; 50 (1): 181–206. doi: https://doi.org/10.1007/s13524-012-0139-3",12,2.0485710953709534e-5
"Adrian E. Raftery, Jennifer L. Chunn, Patrick Gerland, Hana Ševčíková; Bayesian Probabilistic Projections of Life Expectancy for All Countries. Demography 1 June 2013; 50 (3): 777–801. doi: https://doi.org/10.1007/s13524-012-0193-x",12,1.4017627177688134e-5
"Adriana D. Kugler, Santosh Kumar; Preference for Boys, Family Size, and Educational Attainment in India. Demography 1 June 2017; 54 (3): 835–859. doi: https://doi.org/10.1007/s13524-017-0575-1",12,0.19778929304417256
"Adrien Remund, Carlo G. Camarda, Tim Riffe; A Cause-of-Death Decomposition of Young Adult Excess Mortality. Demography 1 June 2018; 55 (3): 957–978. doi: https://doi.org/10.1007/s13524-018-0680-9",12,1.5952604406366206e-5
"Agnese Vitali, Arnstein Aassve, Trude Lappegård; Diffusion of Childbearing Within Cohabitation. Demography 1 April 2015; 52 (2): 355–377. doi: https://doi.org/10.1007/s13524-015-0380-7",12,0.5247504813803585
"Ai Yue, Yu Bai, Yaojiang Shi, Renfu Luo, Scott Rozelle, Alexis Medina, Sean Sylvia; Parental Migration and Early Childhood Development in Rural China. Demography 1 April 2020; 57 (2): 403–422. doi: https://doi.org/10.1007/s13524-019-00849-4",12,0.19488332153054985
"Aïda Solé-Auró, Pierre-Carl Michaud, Michael Hurd, Eileen Crimmins; Disease Incidence and Mortality Among Older Americans and Europeans. Demography 1 April 2015; 52 (2): 593–611. doi: https://doi.org/10.1007/s13524-015-0372-7",12,1.5625096938254123e-5
"Alan Barreca, Olivier Deschenes, Melanie Guldi; Maybe Next Month? Temperature Shocks and Dynamic Adjustments in Birth Rates. Demography 1 August 2018; 55 (4): 1269–1293. doi: https://doi.org/10.1007/s13524-018-0690-7",12,1.223710596205416e-5
"Alan Fernihough; Malthusian Dynamics in a Diverging Europe: Northern Italy, 1650–1881. Demography 1 February 2013; 50 (1): 311–332. doi: https://doi.org/10.1007/s13524-012-0141-9",12,0.5863738393347919
"Alberto Palloni, Hiram Beltrán-Sánchez; Discrete Barker Frailty and Warped Mortality Dynamics at Older Ages. Demography 1 April 2017; 54 (2): 655–671. doi: https://doi.org/10.1007/s13524-017-0548-4",12,1.8141807381947863e-5
"Alberto Palloni, Jason R. Thomas; Estimation of Covariate Effects With Current Status Data and Differential Mortality. Demography 1 April 2013; 50 (2): 521–544. doi: https://doi.org/10.1007/s13524-012-0160-6",12,1.5620515997429514e-5
"Alessandra Trimarchi, Jan Van Bavel; Education and the Transition to Fatherhood: The Role of Selection Into Union. Demography 1 February 2017; 54 (1): 119–144. doi: https://doi.org/10.1007/s13524-016-0533-3",12,1.4678027291063167e-5
"Alexa Solazzo, Bridget Gorman, Justin Denney; Does Sexual Orientation Complicate the Relationship Between Marital Status and Gender With Self-rated Health and Cardiovascular Disease?. Demography 1 April 2020; 57 (2): 599–626. doi: https://doi.org/10.1007/s13524-020-00857-9",12,1.0636809851014752e-5
Alexandra B. Stanczyk; The Dynamics of U.S. Household Economic Circumstances Around a Birth. Demography 1 August 2020; 57 (4): 1271–1296. doi: https://doi.org/10.1007/s13524-020-00897-1,12,9.59470654488193e-6
"Alexandra Killewald, Ian Lundberg; New Evidence Against a Causal Marriage Wage Premium. Demography 1 June 2017; 54 (3): 1007–1028. doi: https://doi.org/10.1007/s13524-017-0566-2",12,1.2658710026093333e-5
"Alexandra Killewald, Xiaolin Zhuo; U.S. Mothers’ Long-Term Employment Patterns. Demography 1 February 2019; 56 (1): 285–320. doi: https://doi.org/10.1007/s13524-018-0745-9",12,1.2336280215369876e-5
"Alexandra Killewald; Return to Being Black, Living in the Red: A Race Gap in Wealth That Goes Beyond Social Origins. Demography 1 August 2013; 50 (4): 1177–1195. doi: https://doi.org/10.1007/s13524-012-0190-0",12,1.5055489067596873e-5
"Alexandre Gori Maia, Yao Lu; Migration and Democratization in Brazil: The Case of Electoral Participation and Competition. Demography 1 February 2021; 58 (1): 191–217. doi: https://doi.org/10.1215/00703370-8937033",12,0.9863972041178899
"Alexis Grigorieff, Christopher Roth, Diego Ubfal; Does Information Change Attitudes Toward Immigrants?. Demography 1 June 2020; 57 (3): 1117–1143. doi: https://doi.org/10.1007/s13524-020-00882-8",12,1.3796199174556955e-5
"Alfredo Burlando; Power Outages, Power Externalities, and Baby Booms. Demography 1 August 2014; 51 (4): 1477–1500. doi: https://doi.org/10.1007/s13524-014-0316-7",12,0.21068190042571103
"Alice Goisis, Berkay Özcan, Philippe Van Kerm; Do Children Carry the Weight of Divorce?. Demography 1 June 2019; 56 (3): 785–811. doi: https://doi.org/10.1007/s13524-019-00784-4",12,1.2068017611131512e-5
Alison Gemmill; From Some to None? Fertility Expectation Dynamics of Permanently Childless Women. Demography 1 February 2019; 56 (1): 129–149. doi: https://doi.org/10.1007/s13524-018-0739-7,12,1.5218918642616594e-5
"Almudena Sevilla, Jose I. Gimenez-Nadal, Jonathan Gershuny; Leisure Inequality in the United States: 1965–2003. Demography 1 August 2012; 49 (3): 939–964. doi: https://doi.org/10.1007/s13524-012-0100-5",12,1.2610767870795736e-5
"Alyson A. van Raalte, Pekka Martikainen, Mikko Myrskylä; Lifespan Variation by Occupational Class: Compression or Stagnation Over Time?. Demography 1 February 2014; 51 (1): 73–95. doi: https://doi.org/10.1007/s13524-013-0253-x",12,1.3746363176876722e-5
"Amanda Geller, Carey E. Cooper, Irwin Garfinkel, Ofira Schwartz-Soicher, Ronald B. Mincy; Beyond Absenteeism: Father Incarceration and Child Development. Demography 1 February 2012; 49 (1): 49–76. doi: https://doi.org/10.1007/s13524-011-0081-9",12,1.3393860235652782e-5
"Amanda Geller, Irwin Garfinkel, Bruce Western; Paternal Incarceration and Support for Children in Fragile Families. Demography 1 February 2011; 48 (1): 25–47. doi: https://doi.org/10.1007/s13524-010-0009-9",12,1.4415894207287503e-5
"Amar Hamoudi, Jenna Nobles; Do Daughters Really Cause Divorce? Stress, Pregnancy, and Family Composition. Demography 1 August 2014; 51 (4): 1423–1449. doi: https://doi.org/10.1007/s13524-014-0305-x",12,1.181117376693497e-5
"Amelia R. Branigan, Jonas Helgertz; Resolved Parental Infertility and Children’s Educational Achievement. Demography 1 June 2017; 54 (3): 911–931. doi: https://doi.org/10.1007/s13524-017-0573-3",12,1.4498278619151141e-5
"Amy Hsin, Francesc Ortega; The Effects of Deferred Action for Childhood Arrivals on the Educational Outcomes of Undocumented Students. Demography 1 August 2018; 55 (4): 1487–1506. doi: https://doi.org/10.1007/s13524-018-0691-6",12,1.5981316649302395e-5
Amy Hsin; Is Biology Destiny? Birth Weight and Differential Parental Treatment. Demography 1 November 2012; 49 (4): 1385–1405. doi: https://doi.org/10.1007/s13524-012-0123-y,12,1.3257209724307094e-5
"Amy Spring, Elizabeth Ackert, Kyle Crowder, Scott J. South; Influence of Proximity to Kin on Residential Mobility and Destination Choice: Examining Local Movers in Metropolitan Areas. Demography 1 August 2017; 54 (4): 1277–1304. doi: https://doi.org/10.1007/s13524-017-0587-x",12,0.034587338821546305
"Ana Lucia Abeliansky, Holger Strulik; How We Fall Apart: Similarities of Human Aging in 10 European Countries. Demography 1 February 2018; 55 (1): 341–359. doi: https://doi.org/10.1007/s13524-017-0641-8",12,2.199086953103125e-5
"Andrea M. Tilstra, Ryan K. Masters; Worth the Weight? Recent Trends in Obstetric Practices, Gestational Age, and Birth Weight in the United States. Demography 1 February 2020; 57 (1): 99–121. doi: https://doi.org/10.1007/s13524-019-00843-w",12,1.3864414516389037e-5
"Andrés Villarreal, Sarah Blanchard; How Job Characteristics Affect International Migration: The Role of Informality in Mexico. Demography 1 April 2013; 50 (2): 751–775. doi: https://doi.org/10.1007/s13524-012-0153-5",12,0.6614912534668386
"Andrés Villarreal, Wei-hsin Yu; Research Note: Gender Differences in Employment During the COVID-19 Epidemic. Demography 1 February 2022; 59 (1): 13–26. doi: https://doi.org/10.1215/00703370-9710353",12,3.4379577634609216e-5
"Andrés Villarreal; The Education-Occupation Mismatch of International and Internal Migrants in Mexico, 2005–2012. Demography 1 June 2016; 53 (3): 865–883. doi: https://doi.org/10.1007/s13524-016-0470-1",12,0.7192722409415093
"Andrew Fenelon, Michel Boudreaux, Natalie Slopen, Sandra J. Newman; The Benefits of Rental Assistance for Children's Health and School Attendance in the United States. Demography 1 August 2021; 58 (4): 1171–1195. doi: https://doi.org/10.1215/00703370-9305166",12,1.1879649725505996e-5
"Andrew Fenelon, Samuel H. Preston; Estimating Smoking-Attributable Mortality in the United States. Demography 1 August 2012; 49 (3): 797–818. doi: https://doi.org/10.1007/s13524-012-0108-x",12,1.6776447269444283e-5
Andrew Foote; Decomposing the Effect of Crime on Population Changes. Demography 1 April 2015; 52 (2): 705–728. doi: https://doi.org/10.1007/s13524-015-0375-4,12,0.1798263357272926
"Andrew Halpern-Manners, John Robert Warren; Panel Conditioning in Longitudinal Studies: Evidence From Labor Force Items in the Current Population Survey. Demography 1 November 2012; 49 (4): 1499–1519. doi: https://doi.org/10.1007/s13524-012-0124-x",12,1.2697932515835218e-5
"Andrew Halpern-Manners, Jonas Helgertz, John Robert Warren, Evan Roberts; The Effects of Education on Mortality: Evidence From Linked U.S. Census and Administrative Mortality Data. Demography 1 August 2020; 57 (4): 1513–1541. doi: https://doi.org/10.1007/s13524-020-00892-6",12,1.1725390501503367e-5
Andrew Halpern-Manners; The Effect of Family Member Migration on Education and Work Among Nonmigrant Youth in Mexico. Demography 1 February 2011; 48 (1): 73–99. doi: https://doi.org/10.1007/s13524-010-0010-3,12,0.5774477808858015
Andrew J. Bibler; Household Composition and Gender Differences in Parental Time Investments. Demography 1 August 2020; 57 (4): 1415–1435. doi: https://doi.org/10.1007/s13524-020-00901-8,12,1.1377332515586586e-5
"Andrew L. Hicks, Mark S. Handcock, Narayan Sastry, Anne R. Pebley; Sequential Neighborhood Effects: The Effect of Long-Term Exposure to Concentrated Disadvantage on Children’s Reading and Math Test Scores. Demography 1 February 2018; 55 (1): 1–31. doi: https://doi.org/10.1007/s13524-017-0636-5",12,1.1088437981533953e-5
"Andrew M. Penner, Aliya Saperstein; Disentangling the Effects of Racial Self-identification and Classification by Others: The Case of Arrest. Demography 1 June 2015; 52 (3): 1017–1024. doi: https://doi.org/10.1007/s13524-015-0394-1",12,4.8360605676684504e-5
"Ang Sun, Chuanchuan Zhang, Xiangting Hu; Boys, Girls, and Grandparents: The Impact of the Sex of Preschool-Aged Children on Family Living Arrangements and Maternal Labor Supply. Demography 1 June 2019; 56 (3): 813–833. doi: https://doi.org/10.1007/s13524-019-00783-5",12,0.02012037616903307
"Ann Meier, Kelly Musick, Sarah Flood, Rachel Dunifon; Mothering Experiences: How Single Parenthood and Employment Structure the Emotional Valence of Parenting. Demography 1 June 2016; 53 (3): 649–674. doi: https://doi.org/10.1007/s13524-016-0474-x",12,1.4435424398137679e-5
"Anna Folke Larsen, Derek Headey, William A. Masters; Misreporting Month of Birth: Diagnosis and Implications for Research on Nutrition and Early Childhood in Developing Countries. Demography 1 April 2019; 56 (2): 707–728. doi: https://doi.org/10.1007/s13524-018-0753-9",12,1.2253993799664552e-5
"Anna Zajacova, Hanna Grol-Prokopczyk, Zachary Zimmer; Pain Trends Among American Adults, 2002–2018: Patterns, Disparities, and Correlates. Demography 1 April 2021; 58 (2): 711–738. doi: https://doi.org/10.1215/00703370-8977691",12,1.1485252748182624e-5
"Annamaria Milazzo, Dominique van de Walle; Women Left Behind? Poverty and Headship in Africa. Demography 1 June 2017; 54 (3): 1119–1145. doi: https://doi.org/10.1007/s13524-017-0561-7",12,0.24562561038123037
"Anne Case, Christina Paxson; The Impact of the AIDS Pandemic on Health Services in Africa: Evidence from Demographic and Health Surveys. Demography 1 May 2011; 48 (2): 675–697. doi: https://doi.org/10.1007/s13524-011-0026-3",12,0.01561327479772528
"Anne McDaniel, Thomas A. DiPrete, Claudia Buchmann, Uri Shwed; The Black Gender Gap in Educational Attainment: Historical Trends and Racial Comparisons. Demography 1 August 2011; 48 (3): 889–914. doi: https://doi.org/10.1007/s13524-011-0037-0",12,1.0842461277992449e-5
"Anthony Medford, Kaare Christensen, Axel Skytthe, James W. Vaupel; A Cohort Comparison of Lifespan After Age 100 in Denmark and Sweden: Are Only the Oldest Getting Older?. Demography 1 April 2019; 56 (2): 665–677. doi: https://doi.org/10.1007/s13524-018-0755-7",12,0.007422991933490467
Antonie Knigge; Beyond the Parental Generation: The Influence of Grandfathers and Great-grandfathers on Status Attainment. Demography 1 August 2016; 53 (4): 1219–1244. doi: https://doi.org/10.1007/s13524-016-0486-6,12,0.23871829616511508
"Archana B. Patel, Neetu Badhoniya, Manju Mamtani, Hemant Kulkarni; Skewed Sex Ratios in India: “Physician, Heal Thyself”. Demography 1 June 2013; 50 (3): 1129–1134. doi: https://doi.org/10.1007/s13524-012-0194-9",12,0.018715520352483268
Are Skeie Hermansen; Age at Arrival and Life Chances Among Childhood Immigrants. Demography 1 February 2017; 54 (1): 201–229. doi: https://doi.org/10.1007/s13524-016-0535-1,12,1.114876903384333e-5
"Aree Jampaklay, Kathleen Ford, Aphichat Chamratrithirong; Migration and Unrest in the Deep South Thailand: A Multilevel Analysis of a Longitudinal Study. Demography 1 April 2020; 57 (2): 727–745. doi: https://doi.org/10.1007/s13524-020-00856-w",12,0.9262272346199728
Ariel J. Binder; Rising Inequality in Mothers' Employment Statuses: The Role of Intergenerational Transmission. Demography 1 August 2021; 58 (4): 1223–1248. doi: https://doi.org/10.1215/00703370-9398597,12,1.2419679468101032e-5
"Ariel Kalil, Magne Mogstad, Mari Rege, Mark Votruba; Divorced Fathers’ Proximity and Children’s Long-Run Outcomes: Evidence From Norwegian Registry Data. Demography 1 August 2011; 48 (3): 1005–1027. doi: https://doi.org/10.1007/s13524-011-0046-z",12,1.1861136350167446e-5
"Ariel Kalil, Rebecca Ryan, Michael Corey; Diverging Destinies: Maternal Education and the Developmental Gradient in Time With Children. Demography 1 November 2012; 49 (4): 1361–1383. doi: https://doi.org/10.1007/s13524-012-0129-5",12,1.278631057726112e-5
"Arkadiusz Wiśniowski, Peter W. F. Smith, Jakub Bijak, James Raymer, Jonathan J. Forster; Bayesian Population Forecasting: Extending the Lee-Carter Method. Demography 1 June 2015; 52 (3): 1035–1059. doi: https://doi.org/10.1007/s13524-015-0389-y",12,0.027769738374740956
"Arland Thornton, Georgina Binstock, Kathryn M. Yount, Mohammad Jalal Abbasi-Shavazi, Dirgha Ghimire, Yu Xie; International Fertility Change: New Data and Insights From the Developmental Idealism Framework. Demography 1 May 2012; 49 (2): 677–698. doi: https://doi.org/10.1007/s13524-012-0097-9",12,0.0060211153316236336
"Arland Thornton, Nathalie E. Williams, Prem Bhandari, Linda Young-DeMarco, Cathy Sun, Jeffrey Swindle, Christina Hughes, Yu Xie; Influences of Material Aspirations on Migration. Demography 1 February 2019; 56 (1): 75–102. doi: https://doi.org/10.1007/s13524-018-0751-y",12,0.8775760600388405
"Arline T. Geronimus, John Bound, Annie Ro; Residential Mobility Across Local Areas in the United States and the Geographic Distribution of the Healthy Population. Demography 1 June 2014; 51 (3): 777–809. doi: https://doi.org/10.1007/s13524-014-0299-4",12,0.17485558753523892
"Arun S. Hendi; Proximate Sources of Change in Trajectories of First Marriage in the United States, 1960–2010. Demography 1 June 2019; 56 (3): 835–862. doi: https://doi.org/10.1007/s13524-019-00769-3",12,1.2628703319879414e-5
"Arun S. Hendi; Trends in Education-Specific Life Expectancy, Data Quality, and Shifting Education Distributions: A Note on Recent Research. Demography 1 June 2017; 54 (3): 1203–1213. doi: https://doi.org/10.1007/s13524-017-0574-2",12,2.9719276877184182e-5
"Aruna Chandran, Geoffrey Kahn, Tanara Sousa, Flavio Pechansky, David M. Bishai, Adnan A. Hyder; Impact of Road Traffic Deaths on Expected Years of Life Lost and Reduction in Life Expectancy in Brazil. Demography 1 February 2013; 50 (1): 229–236. doi: https://doi.org/10.1007/s13524-012-0135-7",12,0.016173536230651677
"Arunachalam Dharmalingam, Sowmya Rajan, S. Philip Morgan; The Determinants of Low Fertility in India. Demography 1 August 2014; 51 (4): 1451–1475. doi: https://doi.org/10.1007/s13524-014-0314-9",12,1.6254365043100298e-5
"Aslan Zorlu, Clara H. Mulder; Ethnic Differences in Leaving Home: Timing and Pathways. Demography 1 February 2011; 48 (1): 49–72. doi: https://doi.org/10.1007/s13524-010-0012-1",12,0.17332320072727617
"Ava Gail Cas, Elizabeth Frankenberg, Wayan Suriastini, Duncan Thomas; The Impact of Parental Death on Child Well-being: Evidence From the Indian Ocean Tsunami. Demography 1 April 2014; 51 (2): 437–457. doi: https://doi.org/10.1007/s13524-014-0279-8",12,0.44711684260652657
Avraham Ebenstein; Estimating a Dynamic Model of Sex Selection in China. Demography 1 May 2011; 48 (2): 783–811. doi: https://doi.org/10.1007/s13524-011-0030-7,12,1.0502608647023984e-5
"Barbara Hofmann, Michaela Kreyenfeld, Arne Uhlendorff; Job Displacement and First Birth Over the Business Cycle. Demography 1 June 2017; 54 (3): 933–959. doi: https://doi.org/10.1007/s13524-017-0580-4",12,1.0844668524981716e-5
"Barbara S. Mensch, Erica Soler-Hampejsek, Christine A. Kelly, Paul C. Hewett, Monica J. Grant; Challenges in Measuring the Sequencing of Life Events Among Adolescents in Malawi: A Cautionary Note. Demography 1 February 2014; 51 (1): 277–285. doi: https://doi.org/10.1007/s13524-013-0269-2",12,4.40792749767148e-5
"Barbara S. Okun, Guy Stecklov; The Impact of Grandparental Death on the Fertility of Adult Children. Demography 1 June 2021; 58 (3): 847–870. doi: https://doi.org/10.1215/00703370-9015536",12,0.2808988998843408
"Barbara Wolfe, Jessica Jakubowski, Robert Haveman, Marissa Courey; The Income and Health Effects of Tribal Casino Gaming on American Indians. Demography 1 May 2012; 49 (2): 499–524. doi: https://doi.org/10.1007/s13524-012-0098-8",12,0.015087416704958657
"Belinda Aparicio Diaz, Thomas Fent, Alexia Prskawetz, Laura Bernardi; Transition to Parenthood: The Role of Social Interaction and Endogenous Networks. Demography 1 May 2011; 48 (2): 559–579. doi: https://doi.org/10.1007/s13524-011-0023-6",12,1.5810578094788947e-5
"Ben Pelzer, Manfred te Grotenhuis, Rob Eisinga, Alexander W. Schmidt-Catran; The Non-uniqueness Property of the Intrinsic Estimator in APC Models. Demography 1 February 2015; 52 (1): 315–327. doi: https://doi.org/10.1007/s13524-014-0360-3",12,4.028002576836246e-5
"Benjamin G. Gibbs, Joseph Workman, Douglas B. Downey; The (Conditional) Resource Dilution Model: State- and Community-Level Modifications. Demography 1 June 2016; 53 (3): 723–748. doi: https://doi.org/10.1007/s13524-016-0471-0",12,0.017407052592260337
"Bethany G. Everett, Aubrey Limburg, Patricia Homan, Morgan M. Philbin; Structural Heteropatriarchy and Birth Outcomes in the United States. Demography 1 February 2022; 59 (1): 89–110. doi: https://doi.org/10.1215/00703370-9606030",12,1.5810578103003876e-5
"Bilal Barakat, Robin Shields; Just Another Level? Comparing Quantitative Patterns of Global Expansion of School and Higher Education Attainment. Demography 1 June 2019; 56 (3): 917–934. doi: https://doi.org/10.1007/s13524-019-00775-5",12,0.004003244910268137
"Bradley Hardy, Timothy Smeeding, James P. Ziliak; The Changing Safety Net for Low-Income Parents and Their Children: Structural or Cyclical Changes in Income Support Policy?. Demography 1 February 2018; 55 (1): 189–221. doi: https://doi.org/10.1007/s13524-017-0642-7",12,1.0490200586626437e-5
"Bradley Heim, Ithai Lurie, Kosali Simon; The Impact of the Affordable Care Act Young Adult Provision on Childbearing: Evidence From Tax Data. Demography 1 August 2018; 55 (4): 1233–1243. doi: https://doi.org/10.1007/s13524-018-0692-5",12,3.000380994260564e-5
"Brian L. Levy; Wealth, Race, and Place: How Neighborhood (Dis)advantage From Emerging to Middle Adulthood Affects Wealth Inequality and the Racial Wealth Gap. Demography 1 February 2022; 59 (1): 293–320. doi: https://doi.org/10.1215/00703370-9710284",12,1.1592716955361718e-5
"Brian L. Rostron, John R. Wilmoth; Estimating the Effect of Smoking on Slowdowns in Mortality Declines in Developed Countries. Demography 1 May 2011; 48 (2): 461–479. doi: https://doi.org/10.1007/s13524-011-0020-9",12,1.681350842858573e-5
"Bridget K. Gorman, Justin T. Denney, Hilary Dowdy, Rose Anne Medeiros; A New Piece of the Puzzle: Sexual Orientation, Gender, and Physical Health Status. Demography 1 August 2015; 52 (4): 1357–1382. doi: https://doi.org/10.1007/s13524-015-0406-1",12,1.34785747213015e-5
Brielle Bryan; Paternal Incarceration and Adolescent Social Network Disadvantage. Demography 1 August 2017; 54 (4): 1477–1501. doi: https://doi.org/10.1007/s13524-017-0589-8,12,1.2382154563399625e-5
"Brienna Perelli-Harris, Stefanie Hoherz, Trude Lappegård, Ann Evans; Mind the “Happiness” Gap: The Relationship Between Cohabitation, Marriage, and Subjective Well-being in the United Kingdom, Australia, Germany, and Norway. Demography 1 August 2019; 56 (4): 1219–1246. doi: https://doi.org/10.1007/s13524-019-00792-4",12,0.003743976140151039
"Brienna Perelli-Harris, Theodore P. Gerber; Nonmarital Childbearing in Russia: Second Demographic Transition or Pattern of Disadvantage?. Demography 1 February 2011; 48 (1): 317–342. doi: https://doi.org/10.1007/s13524-010-0001-4",12,1.339386027045283e-5
